N¯;Description;Description de recherche;Stocks;QtÇ sur commande vente;QtÇ sur commande achat;Article de substitution;BloquÇ;PrÇ-commande;Vente bloquÇe;Achat bloquÇ;N¯ fournisseur;1-FAMILLE ;2-Ss Famille ;3-Ss Ss Famille ;4-Ss Ss Ss Famille;5-MARQUE;6-SEMMARIS;7-NUMERO UTI
000594;MOUTARDE FORTE DE DIJON 25GX80;;31,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;ASSA COND;SAUC COND;MOUT;;AND;CONSEPI;N
000614;CONFITURE ABRICOTS POT 28 Gx80;;10,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;JAUN;AND;CONSEPI;N
000615;CONFITURE FRAISES POT 28 GX80;;14,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;ROUG;AND;CONSEPI;N
000617;CONFITURE MYRTILLES POT 28GX80;;4,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;ROUG;AND;CONSEPI;N
000625;MIEL FLEUR LIQUIDE POT 28GX80;;59,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;MIEL ERAB;MIEL;AND;CONSEPI;N
000630;CASSIS D'ILE DE FRANCE : PREPARATION DE FRUIT 300G;;125,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;ROUG;EPIC;CONSEPI;N
000631;RHUBARBE DU NORD : PREPARATION DE FRUIT 300G;;128,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;JAUN;EPIC;CONSEPI;N
000632;MIRABELLE DE LORRAINE : PREPARATION DE FRUIT 300G;;229,;6,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;JAUN;EPIC;CONSEPI;N
000633;FRAMBOISE DE FRANCE : PREPARATION DE FRUIT 300G;;187,;6,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;ROUG;EPIC;CONSEPI;N
000634;FRAISE DE DORDOGNE : PREPARATION DE FRUIT 300G;;251,;6,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;ROUG;EPIC;CONSEPI;N
000635;FIGUE DE PROVENCE : PREPARATION DE FRUIT 300G;;180,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;ROUG;EPIC;CONSEPI;N
000636;CERISE NOIRE DE FRANCE : PREPARATION DE FRUIT 300G;;28,;0,;360,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;ROUG;EPIC;CONSEPI;N
000637;ABRICOT DU LANGUEDOC : PREPARATION DE FRUIT 300G;;163,;6,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;JAUN;EPIC;CONSEPI;N
000638;ORANGE & CLEMENTINE DE FRANCE : PREPARATION DE FRUIT 300G;;162,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;JAUN;EPIC;CONSEPI;N
000666;CONFITURE D'ABRICOT 1KG;;46,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;JAUN;MEDE;CONSEPI;N
000668;CONFITURE DE FRAISE 1KG;;24,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;ROUG;MEDE;CONSEPI;N
000671;CONFITURE DE MYRTILLE 1KG;;10,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;ROUG;MEDE;CONSEPI;N
000672;MARMELADE D'ORANGE AMERE 1KG;;30,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;JAUN;MEDE;CONSEPI;N
000676;CONFITURE DE FIGUE 1KG;;22,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;ROUG;MEDE;CONSEPI;N
000680;FRAISE DE FRANCE : PREPARATION DE FRUIT 900G;;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;ROUG;EPIC;CONSEPI;N
000681;ABRICOT DU ROUSSILON : PREPARATION DE FRUIT 900G;;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;JAUN;EPIC;CONSEPI;N
000682;FIGUE DE PROVENCE : PREPARATION DE FRUIT 900G;;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;ROUG;EPIC;CONSEPI;N
000683;ORANGE ET CLEMENTINE DE FRANCE : PREPARATION DE FRUIT 900G;;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;JAUN;EPIC;CONSEPI;N
000684;MYRTILLE DE FRANCE : PREPARATION DE FRUIT 900G;;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001154;EPIC SUCR;MIEL CONF;CONF;ROUG;EPIC;CONSEPI;N
000694;CONFITURE CERISE NOIRE 270G;;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;VRAI;001154;EPIC SUCR;MIEL CONF;CONF;ROUG;MEDE;CONSEPI;N
000725;SPECIALITE PETALE ROSE 270G;;28,;0,;0,;FAUX;FAUX;FAUX;FAUX;VRAI;001154;EPIC SUCR;MIEL CONF;CONF;SPEC;MEDE;CONSEPI;N
000736;CONFITURE NOEL CERISE/TONKA 270G;NOEL 2024;132,;0,;0,;FAUX;FAUX;FAUX;FAUX;VRAI;001154;EPIC SUCR;MIEL CONF;CONF;SPEC;ANDRES;CONSEPI;N
000763;CONF ABRICOT LANG ROUS 245G;;55,;0,;0,;FAUX;FAUX;FAUX;FAUX;VRAI;001154;EPIC SUCR;MIEL CONF;CONF;JAUN;MEDE;CONSEPI;N
000789;CHUTNEY DE MANGUE 650G;;287,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001375;EPIC SALE;EPIC FINE;CHUT;;FAVO;CONSEPI;N
000790;CONFIT D'OIGNON 650G;;12,;0,;18,;FAUX;FAUX;FAUX;FAUX;FAUX;001375;EPIC SALE;EPIC FINE;CHUT;;FAVO;CONSEPI;N
000791;CHUTNEY DE FIGUES 650G;;112,;12,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001375;EPIC SALE;EPIC FINE;CHUT;;FAVO;CONSEPI;N
000792;COFFRET CONDIMENTS SUCRES 4X50G;;13,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001375;EPIC SALE;EPIC FINE;CHUT;;FAVO;CONSEPI;N
000796;CERISE NOIRE LES FROMAGERES 110G;;38,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001375;EPIC SALE;EPIC FINE;CHUT;;FAVO;CONSEPI;N
000798;FIGUE / MIEL LES FROMAGERES 110G;;17,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001375;EPIC SALE;EPIC FINE;CHUT;;FAVO;CONSEPI;N
000805;CHUTNEY DE MANGUE & CURCUMA 50G;;78,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001375;EPIC SALE;EPIC FINE;CHUT;;FAVO;CONSEPI;N
000806;CONFIT DE FIGUE 50G;;189,;6,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001375;EPIC SALE;EPIC FINE;CHUT;;FAVO;CONSEPI;N
000807;CONFIT D'OIGNON 50G;;157,;6,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001375;EPIC SALE;EPIC FINE;CHUT;;FAVO;CONSEPI;N
000820;CONFIT DE VIN ELABORE AU CHAMPAGNE 110G;;67,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001375;EPIC SALE;EPIC FINE;CHUT;;FAVO;CONSEPI;N
000826;CONFIT D' OIGNON 110G;;32,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001375;EPIC SALE;EPIC FINE;CHUT;;FAVO;CONSEPI;N
000829;CHUTNEY DE FIGUES 110G;;109,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001375;EPIC SALE;EPIC FINE;CHUT;;FAVO;CONSEPI;N
000832;CHUTNEY ABRICOT PAIN EPICE 110G;;122,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001375;EPIC SALE;EPIC FINE;CHUT;;FAVO;CONSEPI;N
000844;PURE PATE DE NOISETTE DU PIEMONT SEBALCE 1KG;;11,;0,;0,;FAUX;FAUX;FAUX;FAUX;VRAI;001030;INGR PATI;AIDE PATI;CREM PATE;PATE;SEB;PPC;N
000845;LAIT CONCENTRE NON SUCRE 410G;;92,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001152;INGR PATI;AIDE PATI;ZAUTR;;REGI;PPC;N
000847;FARINE TYPE 45 25KG;;9,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001152;INGR PATI;BASE;FARI;;DEGRA;PPC;N
000849;FARINE DE POIS CHICHES 1KG;;150,;170,;256,;FAUX;FAUX;FAUX;FAUX;FAUX;001191;INGR PATI;BASE;FARI;;LEG;PPC;N
000850;FARINE TYPE 55 25 KG;;15,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001152;INGR PATI;BASE;FARI;;DEGR;PPC;N
000852;FARINE TYPE 55 1KG;;841,;30,;960,;FAUX;FAUX;FAUX;FAUX;FAUX;001152;INGR PATI;BASE;FARI;;COEU;PPC;N
000853;FARINE TYPE 45 1KG;;1 116,;30,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001152;INGR PATI;BASE;FARI;;COEU;PPC;N
000854;FARINE BLE NOIR/SARRASIN 1 KG;;161,;21,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001152;INGR PATI;BASE;FARI;;SARA;PPC;N
000856;FARINE MAIS FIORETTO JAUNE 1KG;;109,;0,;80,;FAUX;FAUX;FAUX;FAUX;FAUX;001191;INGR PATI;BASE;FARI;;TANT;PPC;N
000857;MAIZENA PAQUET 700G;;275,;10,;216,;FAUX;FAUX;FAUX;FAUX;FAUX;001138;INGR PATI;BASE;FARI;;MAIZ;PPC;N
000863;LAIT CONCENTRE SUCRE 1KG;;120,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001152;INGR PATI;AIDE PATI;ZAUTR;;NES;PPC;N
000868;AROME AMANDES AMERES 1/2 L;;7,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001030;AIDE CULI;AROM COLO;AROM;FRUI;SEB;PPC;N
000874;CREMFIX  750G;;23,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001030;INGR PATI;AIDE PATI;ZAUTR;;ANC;PPC;N
000875;GELATINE BRONZE 150 BLOOMS 300 FEUILLES 1KG;;16,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001030;INGR PATI;AGEN;GEL;;SEB;PPC;N
000877;GELATINE OR 200 BLOOM 500 FEUILLES 1 KG;;69,;3,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001030;INGR PATI;AGEN;GEL;;SEB;PPC;N
000880;BAKING POWDER ANCEL 1 KG;;63,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001030;INGR PATI;BASE;FARI;;ANC;PPC;N
000882;BOMBE A GRAISSE OURAGAN 500ML;;102,;1,;0,;VRAI;FAUX;FAUX;FAUX;FAUX;001030;NON ALIM;ACUIS;USTPAT;;ANC;PPC;N
000883;CREME PATISSIERE A CHAUD SUPER 1 KG;;62,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001030;INGR PATI;AIDE PATI;CREM PATE;CREM PATI;ANC;PPC;N
000885;NAPPAGE MIROIR NEUTRE 1,5 KG;;74,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001030;INGR PATI;INGR COUV;NAPP;;ANC;PPC;N
000890;PATE DE PISTACHE 30% CRESCO 1KG;;6,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001030;INGR PATI;AIDE PATI;CREM PATE;PATE;CRESC;PPC;N
000892;PATE AMANDE BLANCHE 33% 1KG;;15,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001030;INGR PATI;AIDE PATI;CREM PATE;PATE;ANC;PPC;N
000907;COUVERTURE EXTRA BITTER GUAYAQUIL 64% 5 KG;;12,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;COUV;NOIR;CAC;PPC;N
000909;COUVERTURE VENEZUELA 72% 1KG;;6,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;COUV;NOIR;CAC;PPC;N
000911;COUVERTURE EXCELLENCE 55% 5KG;;25,;1,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;COUV;NOIR;CAC;PPC;N
000912;COUVERTURE TANZANIE 75% PISTOLE 1KG;;43,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;COUV;NOIR;CAC;PPC;N
000918;COUVERTURE INAYA 65% 5KG;;11,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;COUV;NOIR;CAC;PPC;N
000919;COUVERTURE ALUNGA 41% 5KG;;18,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;COUV;LAIT;CAC;PPC;N
000921;COUVERTURE NOIRE ST DOMINGUE 70% 1KG;;20,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;COUV;NOIR;CAC;PPC;N
000923;COUVERTURE LACTEE BARRY 35% 5KG;;9,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;COUV;LAIT;CAC;PPC;N
000925;COUVERTURE CHOCOLAT AMER 60% 5KG;;9,;1,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;COUV;NOIR;CAC;PPC;N
000926;COUVERTURE FORCE NOIRE 50% 5KG;;20,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;COUV;NOIR;CAC;PPC;N
000931;COUVERTURE MATSIRO 70% PISTOLE 1KG;;33,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;COUV;NOIR;CAC;PPC;N
000936;COUVERTURE BLANC SATIN 29% 5KG;;32,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;COUV;BLAN;CAC;PPC;N
000938;COUVERTURE BLANC ZEPHYR 34% 5KG;;12,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;COUV;BLAN;CAC;PPC;N
000942;COUVERTURE MEXIQUE NOIRE 66% 2,5KG;;60,;1,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;COUV;NOIR;CAC;PPC;N
000949;BEURRE DE CACAO PISTOLES 1KG;;67,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;AIDE PATI;ZAUTR;;CAC;PPC;N
000959;DROPS DE CHOCOLAT 1KG;;33,;0,;0,;VRAI;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;SERV;;CAC;PPC;N
000960;BEURRE DE CACAO MYCRYO SAUPOUDREUR 550G;;36,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;SERV;;CAC;PPC;N
000963;GRUE DE CACAO SEAU 1 KG;;46,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;SERV;;CAC;PPC;N
000964;"CACAO POUDRE ""PLEIN AROME"" 1KG";;97,;6,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;SERV;;CAC;PPC;N
000965;DECOR CACAO 1 KG;;3,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;SERV;;CAC;PPC;N
000967;MICRO COPEAUX CHOCOLAT NOIR 1KG;;23,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;DECO;DECO;;MONA;PPC;N
000969;PRALINE AMANDE NOISETTE 50% BARRY 1KG;;8,;6,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;PRAL;;CAC;PPC;N
000985;CARA CRAKINE 1KG;;25,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;CHOC PRAL;SERV;;CAC;PPC;N
000986;PENCIL CHOCOLAT MARBRE 20CM 900GR;;41,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001147;INGR PATI;DECO;DECO;;MONA;PPC;N
001100;HOT SAUCE LE PIMENT FRANCAISE 100G;;41,;12,;72,;FAUX;FAUX;FAUX;FAUX;FAUX;100789;ASSA COND;SAUC COND;SAUC;SAUC FROI;MARTIN SAUCE;CONSEPI;N
001102;HOT SAUCE SIROCCO FUMEE 100G;;0,;1,;48,;FAUX;FAUX;FAUX;FAUX;FAUX;100789;ASSA COND;SAUC COND;SAUC;SAUC FROI;MARTIN SAUCE;CONSEPI;N
001103;HOT SAUCE TONNERRE PUR CRU HABANERO JAUNE 100G;;38,;1,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100789;ASSA COND;SAUC COND;SAUC;SAUC FROI;MARTIN SAUCE;CONSEPI;N
001104;HOT SAUCE BLACKBELETTE ALGUES ET PIMENTS BRETONS 100G;;75,;1,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100789;ASSA COND;SAUC COND;SAUC;SAUC FROI;MARTIN SAUCE;CONSEPI;N
001330;PATE AMANDE CRUE 50% CATANIA 5KG;;23,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;INGR PATI;AIDE PATI;CREM PATE;PATE;PAT;PPC;N
001332;PATE D'AMANDES SUPREME  52% 1KG;;5,;5,;30,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;INGR PATI;AIDE PATI;CREM PATE;PATE;LUBE;PPC;N
001343;FRAMBOISE PEPINS SEAU 4.5 KG;;4,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;INGR PATI;AIDE PATI;FOUR;;PAT;PPC;N
001344;NAPSTAR BLOND SEAU 8KG;;24,;0,;5,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;INGR PATI;INGR COUV;NAPP;;PAT;PPC;N
001347;PATE A SUCRE DECO FONDANT 5KG;;9,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;INGR PATI;DECO;DECO;;PAT;PPC;N
001352;GELEE DESSERT  X 3KG;;15,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;INGR PATI;AIDE PATI;ZAUTR;;PAT;PPC;N
001357;SUCRANEIGE 10KG;;5,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;INGR PATI;DECO;DECO;;PAT;PPC;N
001358;TRIMOLINE SEAU 11 KG;;62,;12,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;INGR PATI;BASE;SUCR;;ERST;PPC;N
001360;BATON 8CM CHOCOLAT 44% STANDARD x 300  1,6kg;;25,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;INGR PATI;CHOC PRAL;SERV;;PAT;PPC;N
001370;GLUCOSE DESHYDRATE/ATOMISE 5KG;;17,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;INGR PATI;BASE;SUCR;;PAT;PPC;N
001372;SIROP GLUCOSE CONFISEUR 6KG;;31,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;INGR PATI;BASE;SUCR;;PAT;PPC;N
001377;PETITES POIRES SIROP BTE 4/4;;42,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;AUT FRUI;FRUI SIRO;;;PAT;PPC;N
001388;LEVURE PANIFICATION FRAICHE LOT DE 5 x 500G;;9,;4,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;100212;INGR PATI;BASE;FARI;;SPR;PPC;N
001389;AMANDE BLANCHIE BATONNETS 1 KG;;86,;21,;8,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;AUT FRUI;FRUI SECS;AMAN;;PAT;PPC;N
001392;PAPIER GUITARE X 100;;35,;2,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;NON ALIM;ACUIS;USTPAT;;SANS;;N
001395;ISOMALT 4KG;;10,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;INGR PATI;BASE;SUCR;;PAT;PPC;N
001396;ISOMALT 12 KG;;26,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;INGR PATI;BASE;SUCR;;PAT;PPC;N
001397;TANT POUR TANT BLANC 1 KG;;13,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001148;AUT FRUI;FRUI SECS;AMAN;;PAT;PPC;N
001410;BICARBONATE SOUDE 1KG;;30,;1,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AIDE PATI;ZAUTR;;LOU FRA;PPC;N
001413;ACIDE TARTRIQUE 1KG;;12,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AGEN;SPHER;;LOU FRA;PPC;N
001414;ACIDE ASCORBIQUE 1KG;;41,;1,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AGEN;AUTR AGEN;;LOU FRA;PPC;N
001415;BAKING POWDER LOUIS FRANCOIS 1KG;;27,;1,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;BASE;FARI;;LOU FRA;PPC;N
001418;BLANC OEUF GALLIA SECHE 1KG;;17,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AIDE PATI;ZAUTR;;LOU FRA;PPC;N
001420;ACIDE CITRIQUE POUDRE 1KG;;17,;0,;36,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AGEN;AUTR AGEN;;LOU FRA;PPC;N
001421;PECTINE 325 NH 95 1KG;;119,;1,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AGEN;GEL;;LOU FRA;PPC;N
001424;CREME TARTRE 1KG;;16,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AIDE PATI;CREM PATE;CREM;LOU FRA;PPC;N
001426;AGAR AGAR POUDRE 1KG;;38,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AGEN;GEL;;LOU FRA;PPC;N
001427;SUPERNEUTROS SORBETS 1KG;;27,;1,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AGEN;STAB;;LOU FRA;PPC;N
001430;PECTINE JAUNE 1KG;;144,;1,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AGEN;GEL;;LOU FRA;PPC;N
001431;NOUGASEC 1KG;;20,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AIDE PATI;ZAUTR;;LOU FRA;PPC;N
001432;PECTINE 58 1KG;;19,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AGEN;GEL;;LOU FRA;PPC;N
001433;XANTHANE GOMME 1 KG;;31,;3,;24,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AGEN;SPHER;;LOU FRA;PPC;N
001439;STAB 2000 GLACES 1KG;;263,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AGEN;STAB;;LOU FRA;PPC;N
001440;GLUCOSE DESHYDRATE 1KG;;76,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;BASE;SUCR;;LOU FRA;PPC;N
001442;DEXTROSE 1KG;;35,;2,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;BASE;SUCR;;LOU FRA;PPC;N
001447;PECTINE NH NAPPAGE 1KG;;99,;1,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AGEN;GEL;;LOU FRA;PPC;N
001450;LAIT ECREME POUDRE 1KG;;45,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AIDE PATI;ZAUTR;;LOU FRA;PPC;N
001451;GELATINE POISSONS POUDRE 1KG;;35,;0,;12,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AGEN;GEL;;LOU FRA;PPC;N
001452;(TRIMOLINE) SUCRE INVERTI 1KG;;23,;4,;36,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;BASE;SUCR;;LOU FRA;PPC;N
001462;SORBITOL POUDRE 1KG;;13,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AGEN;STAB;;LOU FRA;PPC;N
001468;CHLORURE CALCIUM ALIMENTAIRE 1KG;;17,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AGEN;SPHER;;LOU FRA;PPC;N
001469;LECITHINE SOJA FLUIDE 1KG;;0,;0,;0,;FAUX;FAUX;FAUX;FAUX;VRAI;001047;INGR PATI;AGEN;EMUL;;LOU FRA;PPC;N
001470;LECITHINE SOJA POUDRE 1KG;;24,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001047;INGR PATI;AGEN;EMUL;;LOU FRA;PPC;N
001478;SUCRE A LA VANILLE BOURBON 1KG;;19,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001030;INGR PATI;VANI;LIQU POUD;;ANC;PPC;N
001480;EXTRAIT DE CAFE TRABLIT 1 L;;103,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001198;AIDE CULI;AROM COLO;AROM;ZAUTR AROM;TRAB;CONSEPI;N
001552;PREPARATION PATE PISTACHE AROMATISEE & COLOREE 1KG;;29,;4,;30,;FAUX;FAUX;FAUX;FAUX;FAUX;001112;INGR PATI;AIDE PATI;CREM PATE;PATE;SEV;PPC;N
001570;COLORANT JAUNE CITRON E102 HYDRO 1L;;32,;0,;0,;FAUX;FAUX;FAUX;FAUX;FAUX;001112;AIDE CULI;AROM COLO;COLO;;SEV;PPC;N
001571;COLORANT ROUGE FRAISE E129 HYDRO 1L;;4,;0,;36,;FAUX;FAUX;FAUX;FAUX;FAUX;001112;AIDE CULI;AROM COLO;COLO;;SEV;PPC;N
001572;COLORANT VERT MENTHE HYDRO 1L;;9,;0,;12,;FAUX;FAUX;FAUX;FAUX;FAUX;001112;AIDE CULI;AROM COLO;COLO;;SEV;PPC;N
001642;TRENDY CARRE SUCRE PUR BEURRE 7x7CM X 96;;10,;0,;0,;FAUX;FAUX;FAUX;FAUX;VRAI;001516;AIDE CULI;PRET GARN;PRET GARN;;PID;PPC;N
001646;TRENDY ROND SUCRE PUR BEURRE 7CM X 96;;4,;0,;0,;FAUX;FAUX;FAUX;FAUX;VRAI;001516;AIDE CULI;PRET GARN;PRET GARN;;PID;PPC;N
